,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
26169, Lawton Police Department Total,All Other, Health And Safety,1,10,10,0,0,0.0,10,6,0.6666666666666666
26170, Lawton Police Department Total,All Other, Juvenile Runaway,0,1,1,0,0,0.0,1,0,0.6666666666666666
26171, Lawton Police Department Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,2,-1
26172, Lawton Police Department Total,All Other,,12,45,41,0,0,0.0,45,41,0.0975609756097561
26173, Mattawan Police Department Total,All Other,,137,228,194,47,0,0.2422680412371134,234,202,0.15841584158415842
26174, Mattawan Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),0,0,0,0,0,0.0,0,1,-1
26175, Mattawan Police Department Total,Person, Kidnapping/Abduction,1,1,1,0,0,0.0,1,0,-1
26176, Mattawan Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,0,0,0,0,0,0.0,0,1,-1
26177, Mattawan Police Department Total,Person, Sexual Contact Forcible CSC 2nd,1,1,1,0,0,0.0,1,2,-0.5
26178, Mattawan Police Department Total,Person, Sexual Contact Forcible CSC 4th,0,0,0,0,0,0.0,0,1,-1
26179, Mattawan Police Department Total,Person, Nonaggravated Assault,24,19,19,4,0,0.21052631578947367,24,17,0.4117647058823529
26180, Mattawan Police Department Total,Person, Aggravated/Felonious Assault,14,12,12,4,0,0.3333333333333333,14,5,1.8
26181, Mattawan Police Department Total,Person, Intimidation/Stalking,10,11,9,0,0,0.0,10,6,0.6666666666666666
26182, Mattawan Police Department Total,Person,,50,44,42,8,0,0.19047619047619047,50,33,0.5151515151515151
26183, Mattawan Police Department Total,Property, Robbery,1,1,1,1,0,1.0,1,0,0.5151515151515151
26184, Mattawan Police Department Total,Property, Arson,0,0,0,0,0,0.0,0,1,-1
26185, Mattawan Police Department Total,Property, Extortion,1,2,0,0,0,0.0,2,0,-1
26186, Mattawan Police Department Total,Property, Burglary Forced Entry,6,5,5,0,0,0.0,5,5,0
26187, Mattawan Police Department Total,Property, Burglary Entry Without Force (Intent),2,2,2,0,0,0.0,2,1,1
26188, Mattawan Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,2,2,2,1,0,0.5,2,3,-0.3333333333333333
26189, Mattawan Police Department Total,Property, Larceny Theft from Building,4,4,4,0,0,0.0,4,1,3
26190, Mattawan Police Department Total,Property, Larceny Theft from Motor Vehicle,3,2,2,0,0,0.0,2,4,-0.5
26191, Mattawan Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,3,5,5,0,0,0.0,5,1,4
26192, Mattawan Police Department Total,Property, Larceny Other,9,10,10,1,0,0.1,10,10,0
26193, Mattawan Police Department Total,Property, Motor Vehicle Theft,6,4,3,0,0,0.0,4,5,-0.2
26194, Mattawan Police Department Total,Property, Motor Vehicle as Stolen Property,0,0,0,0,0,0.0,0,1,-1
26195, Mattawan Police Department Total,Property, Forgery/Counterfeiting,0,4,4,0,0,0.0,4,2,1
26196, Mattawan Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,0,0,0,0,0,0.0,0,3,-1
26197, Mattawan Police Department Total,Property, Fraud Credit Card/ATM,1,1,1,0,0,0.0,1,0,-1
26198, Mattawan Police Department Total,Property, Fraud Impersonation,0,0,0,0,0,0.0,0,1,-1
26199, Mattawan Police Department Total,Property, Fraud Wire,2,2,2,0,0,0.0,2,0,-1
26200, Mattawan Police Department Total,Property, Fraud Bad Checks,0,1,1,0,0,0.0,1,2,-0.5
26201, Mattawan Police Department Total,Property, Fraud Identity Theft,3,4,3,0,0,0.0,4,5,-0.2
26202, Mattawan Police Department Total,Property, Damage To Property,10,15,12,1,0,0.08333333333333333,15,8,0.875
26203, Mattawan Police Department Total,Property, Retail Fraud Theft,1,3,3,0,0,0.0,3,1,2
26204, Mattawan Police Department Total,Property,,54,67,60,4,0,0.06666666666666667,67,54,0.24074074074074073
26205, Mattawan Police Department Total,Society, Violation of Controlled Substance,0,13,12,9,0,0.75,13,10,0.3
26206, Mattawan Police Department Total,Society, Narcotic Equipment Violations,0,1,0,0,0,0.0,1,1,0
26207, Mattawan Police Department Total,Society, Obscenity,0,2,0,0,0,0.0,2,1,1
26208, Mattawan Police Department Total,Society, Family Other,3,1,1,0,0,0.0,1,0,1
26209, Mattawan Police Department Total,Society, Liquor Violations Other,0,3,1,1,0,1.0,3,3,0
26210, Mattawan Police Department Total,Society, Weapons Offense Concealed,0,1,0,0,0,0.0,1,1,0
26211, Mattawan Police Department Total,Society, Weapons Offense Explosives,0,1,1,0,0,0.0,1,0,0
26212, Mattawan Police Department Total,Society, Weapons Offense Other,0,1,0,0,0,0.0,1,0,0
26213, Mattawan Police Department Total,Society, Disorderly Conduct,0,4,2,0,0,0.0,4,3,0.3333333333333333
26214, Mattawan Police Department Total,Society, Public Peace Other,3,5,5,0,0,0.0,5,5,0
26215, Mattawan Police Department Total,Society, OUIL or OUID,0,13,10,10,0,1.0,13,17,-0.23529411764705882
26216, Mattawan Police Department Total,Society, Trespass,12,23,20,0,0,0.0,23,23,0
26217, Mattawan Police Department Total,Society, Animal Cruelty,0,1,1,0,0,0.0,1,0,0
26218, Mattawan Police Department Total,Society,,18,69,53,20,0,0.37735849056603776,69,64,0.078125
26219, Mattawan Police Department Total,All Other, Immigration,1,1,1,0,0,0.0,1,0,0.078125
26220, Mattawan Police Department Total,All Other, Sex Offense Other,0,0,0,0,0,0.0,0,1,-1
26221, Mattawan Police Department Total,All Other, Obstructing Police,1,4,2,1,0,0.5,4,10,-0.6
26222, Mattawan Police Department Total,All Other, Escape/Flight,0,3,2,0,0,0.0,3,1,2
26223, Mattawan Police Department Total,All Other, Obstructing Justice,0,17,12,11,0,0.9166666666666666,17,22,-0.22727272727272727
26224, Mattawan Police Department Total,All Other, Hit And Run Motor Vehicle Accident,6,8,8,2,0,0.25,8,10,-0.2
26225, Mattawan Police Department Total,All Other, Health And Safety,5,8,7,1,0,0.14285714285714285,8,1,7
26226, Mattawan Police Department Total,All Other, Invasion of Privacy Other,0,0,0,0,0,0.0,0,1,-1
26227, Mattawan Police Department Total,All Other, Conservation,0,2,2,0,0,0.0,2,0,-1
26228, Mattawan Police Department Total,All Other, Juvenile Runaway,2,5,5,0,0,0.0,5,5,0
26229, Mattawan Police Department Total,All Other,,15,48,39,15,0,0.38461538461538464,48,51,-0.058823529411764705
26230, Paw Paw Police Department Total,All Other,,276,567,506,136,0,0.26877470355731226,574,598,-0.04013377926421405
26231, Paw Paw Police Department Total,Person, Kidnapping/Abduction,0,0,0,0,0,0.0,0,0,-0.04013377926421405
26232, Paw Paw Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,0,0,0,0,0,0.0,0,1,-1
26233, Paw Paw Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,1,1,1,0,0,0.0,1,0,-1
26234, Paw Paw Police Department Total,Person, Sexual Contact Forcible CSC 2nd,0,1,0,0,0,0.0,0,3,-1
26235, Paw Paw Police Department Total,Person, Sexual Contact Forcible CSC 4th,1,1,1,0,0,0.0,1,1,0
26236, Paw Paw Police Department Total,Person, Nonaggravated Assault,61,56,56,12,0,0.21428571428571427,61,60,0.016666666666666666
26237, Paw Paw Police Department Total,Person, Aggravated/Felonious Assault,8,7,7,3,0,0.42857142857142855,8,10,-0.2
26238, Paw Paw Police Department Total,Person, Intimidation/Stalking,16,14,14,2,0,0.14285714285714285,16,15,0.06666666666666667
26239, Paw Paw Police Department Total,Person, Sexual Penetration Nonforcible Blood/Affinity,2,2,2,0,0,0.0,2,0,0.06666666666666667
26240, Paw Paw Police Department Total,Person,,89,82,81,17,0,0.20987654320987653,89,90,-0.011111111111111112
26241, Paw Paw Police Department Total,Property, Robbery,2,2,2,1,0,0.5,2,2,0
26242, Paw Paw Police Department Total,Property, Carjacking,1,1,1,1,0,1.0,1,0,0
26243, Paw Paw Police Department Total,Property, Burglary Forced Entry,7,8,8,0,0,0.0,8,10,-0.2
26244, Paw Paw Police Department Total,Property, Burglary Entry Without Force (Intent),8,9,8,3,0,0.375,9,3,2
26245, Paw Paw Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,3,4,3,1,0,0.3333333333333333,4,3,0.3333333333333333
26246, Paw Paw Police Department Total,Property, Larceny Pursesnatching,0,0,0,0,0,0.0,0,1,-1
26247, Paw Paw Police Department Total,Property, Larceny Theft from Building,15,16,16,3,0,0.1875,16,14,0.14285714285714285
26248, Paw Paw Police Department Total,Property, Larceny Theft from Motor Vehicle,19,17,17,0,0,0.0,17,12,0.4166666666666667
26249, Paw Paw Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,2,4,4,0,0,0.0,4,0,0.4166666666666667
26250, Paw Paw Police Department Total,Property, Larceny Other,14,20,19,1,0,0.05263157894736842,20,18,0.1111111111111111
26251, Paw Paw Police Department Total,Property, Motor Vehicle Theft,8,9,8,2,0,0.25,9,5,0.8
26252, Paw Paw Police Department Total,Property, Motor Vehicle as Stolen Property,2,2,2,0,0,0.0,2,5,-0.6
26253, Paw Paw Police Department Total,Property, Forgery/Counterfeiting,1,9,8,0,0,0.0,9,3,2
26254, Paw Paw Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,5,6,6,0,0,0.0,6,6,0
26255, Paw Paw Police Department Total,Property, Fraud Credit Card/ATM,7,7,6,0,0,0.0,7,12,-0.4166666666666667
26256, Paw Paw Police Department Total,Property, Fraud Impersonation,1,2,1,0,0,0.0,2,0,-0.4166666666666667
26257, Paw Paw Police Department Total,Property, Fraud Wire,3,3,3,0,0,0.0,3,0,-0.4166666666666667
26258, Paw Paw Police Department Total,Property, Fraud Bad Checks,1,1,1,0,0,0.0,1,3,-0.6666666666666666
26259, Paw Paw Police Department Total,Property, Fraud Identity Theft,3,3,3,0,0,0.0,3,2,0.5
26260, Paw Paw Police Department Total,Property, Fraud Hacking/Computer Invasion,1,1,1,0,0,0.0,1,1,0
26261, Paw Paw Police Department Total,Property, Embezzlement,0,1,1,1,0,1.0,1,4,-0.75
26262, Paw Paw Police Department Total,Property, Stolen Property,3,2,2,1,0,0.5,2,1,1
26263, Paw Paw Police Department Total,Property, Damage To Property,23,28,26,3,0,0.11538461538461539,28,39,-0.28205128205128205
26264, Paw Paw Police Department Total,Property, Retail Fraud Misrepresentation,0,1,1,0,0,0.0,1,0,-0.28205128205128205
26265, Paw Paw Police Department Total,Property, Retail Fraud Theft,2,48,48,18,0,0.375,48,76,-0.3684210526315789
26266, Paw Paw Police Department Total,Property, Retail Fraud Organized Crime,0,3,3,1,0,0.3333333333333333,3,0,-0.3684210526315789
26267, Paw Paw Police Department Total,Property,,131,207,198,36,0,0.18181818181818182,207,220,-0.05909090909090909
26268, Paw Paw Police Department Total,Society, Violation of Controlled Substance,0,27,24,16,0,0.6666666666666666,27,43,-0.37209302325581395
26269, Paw Paw Police Department Total,Society, Narcotic Equipment Violations,0,2,2,0,0,0.0,2,0,-0.37209302325581395
26270, Paw Paw Police Department Total,Society, Obscenity,0,1,1,0,0,0.0,1,0,-0.37209302325581395
26271, Paw Paw Police Department Total,Society, Family Abuse/Neglect Nonviolent,1,2,1,0,0,0.0,2,6,-0.6666666666666666
26272, Paw Paw Police Department Total,Society, Family Other,0,7,6,0,0,0.0,7,3,1.3333333333333333
26273, Paw Paw Police Department Total,Society, Liquor License Establishment,0,0,0,0,0,0.0,0,1,-1
26274, Paw Paw Police Department Total,Society, Liquor Violations Other,0,2,1,1,0,1.0,2,5,-0.6
26275, Paw Paw Police Department Total,Society, Weapons Offense Concealed,0,5,5,3,0,0.6,5,5,0
26276, Paw Paw Police Department Total,Society, Weapons Offense Other,0,5,3,2,0,0.6666666666666666,5,1,4
26277, Paw Paw Police Department Total,Society, Disorderly Conduct,1,7,7,2,0,0.2857142857142857,7,0,4
26278, Paw Paw Police Department Total,Society, Public Peace Other,3,3,3,0,0,0.0,3,10,-0.7
26279, Paw Paw Police Department Total,Society, OUIL or OUID,1,15,14,14,0,1.0,15,32,-0.53125
26280, Paw Paw Police Department Total,Society, Trespass,9,68,50,2,0,0.04,68,76,-0.10526315789473684
26281, Paw Paw Police Department Total,Society, Animal Cruelty,0,1,1,0,0,0.0,1,0,-0.10526315789473684
26282, Paw Paw Police Department Total,Society,,15,145,118,40,0,0.3389830508474576,145,182,-0.2032967032967033
26283, Paw Paw Police Department Total,All Other, Possession of Burglary Tools,0,0,0,0,0,0.0,0,1,-1
26284, Paw Paw Police Department Total,All Other, Sex Offense Other,6,3,2,0,0,0.0,3,1,2
26285, Paw Paw Police Department Total,All Other, Obstructing Police,0,13,7,3,0,0.42857142857142855,13,11,0.18181818181818182
26286, Paw Paw Police Department Total,All Other, Escape/Flight,0,10,10,2,0,0.2,10,4,1.5
26287, Paw Paw Police Department Total,All Other, Obstructing Justice,3,60,45,33,0,0.7333333333333333,60,67,-0.1044776119402985
26288, Paw Paw Police Department Total,All Other, Hit And Run Motor Vehicle Accident,32,31,31,5,0,0.16129032258064516,31,12,1.5833333333333333
26289, Paw Paw Police Department Total,All Other, Health And Safety,0,6,6,0,0,0.0,6,7,-0.14285714285714285
26290, Paw Paw Police Department Total,All Other, Conservation,0,2,2,0,0,0.0,2,0,-0.14285714285714285
26291, Paw Paw Police Department Total,All Other, Juvenile Runaway,0,6,6,0,0,0.0,6,1,5
26292, Paw Paw Police Department Total,All Other, Miscellaneous Criminal Offense,0,2,0,0,0,0.0,2,2,0
26293, Paw Paw Police Department Total,All Other,,41,133,109,43,0,0.3944954128440367,133,106,0.25471698113207547
26294, South Haven Police Department Total,All Other,,379,633,623,143,54,0.3162118780096308,641,711,-0.09845288326300984
26295, South Haven Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),3,2,2,0,1,0.5,3,1,2
26296, South Haven Police Department Total,Person, Parental Kidnapping,0,0,0,0,0,0.0,0,1,-1
26297, South Haven Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,0,0,0,0,0,0.0,0,3,-1
26298, South Haven Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,0,0,0,0,0,0.0,0,1,-1
26299, South Haven Police Department Total,Person, Sexual Contact Forcible CSC 2nd,2,2,2,0,1,0.5,2,2,0
26300, South Haven Police Department Total,Person, Sexual Contact Forcible CSC 4th,8,5,5,0,2,0.4,8,2,3
26301, South Haven Police Department Total,Person, Nonaggravated Assault,69,68,68,19,17,0.5294117647058824,69,81,-0.14814814814814814
26302, South Haven Police Department Total,Person, Aggravated/Felonious Assault,16,13,13,4,5,0.6923076923076923,16,20,-0.2
26303, South Haven Police Department Total,Person, Intimidation/Stalking,5,5,5,0,0,0.0,5,3,0.6666666666666666
26304, South Haven Police Department Total,Person, Non,0,0,0,0,0,0.0,0,2,-1
26305, South Haven Police Department Total,Person,,103,95,95,23,26,0.5157894736842106,103,116,-0.11206896551724138
26306, South Haven Police Department Total,Property, Robbery,9,7,7,3,1,0.5714285714285714,7,1,6
26307, South Haven Police Department Total,Property, Arson,0,1,1,0,0,0.0,1,2,-0.5
26308, South Haven Police Department Total,Property, Burglary Forced Entry,10,14,14,1,0,0.07142857142857142,14,15,-0.06666666666666667
26309, South Haven Police Department Total,Property, Burglary Entry Without Force (Intent),5,6,6,0,1,0.16666666666666666,6,5,0.2
26310, South Haven Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,3,3,3,0,0,0.0,3,6,-0.5
26311, South Haven Police Department Total,Property, Larceny Pocketpicking,3,3,3,0,1,0.3333333333333333,3,0,-0.5
26312, South Haven Police Department Total,Property, Larceny Pursesnatching,2,2,2,0,0,0.0,2,0,-0.5
26313, South Haven Police Department Total,Property, Larceny Theft from Building,15,16,16,0,0,0.0,16,22,-0.2727272727272727
26314, South Haven Police Department Total,Property, Larceny Theft from Motor Vehicle,18,20,20,0,0,0.0,20,22,-0.09090909090909091
26315, South Haven Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,10,16,16,0,0,0.0,16,8,1
26316, South Haven Police Department Total,Property, Larceny Other,39,47,47,1,0,0.02127659574468085,47,30,0.5666666666666667
26317, South Haven Police Department Total,Property, Motor Vehicle Theft,9,10,9,1,0,0.1111111111111111,10,19,-0.47368421052631576
26318, South Haven Police Department Total,Property, Motor Vehicle as Stolen Property,0,1,1,1,0,1.0,1,2,-0.5
26319, South Haven Police Department Total,Property, Forgery/Counterfeiting,1,2,2,1,0,0.5,2,7,-0.7142857142857143
26320, South Haven Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,2,5,5,0,1,0.2,5,9,-0.4444444444444444
26321, South Haven Police Department Total,Property, Fraud Credit Card/ATM,7,8,8,0,1,0.125,8,7,0.14285714285714285
26322, South Haven Police Department Total,Property, Fraud Impersonation,1,1,1,0,0,0.0,1,0,0.14285714285714285
26323, South Haven Police Department Total,Property, Fraud Wire,9,8,8,0,2,0.25,8,4,1
26324, South Haven Police Department Total,Property, Fraud Bad Checks,0,2,2,0,0,0.0,2,6,-0.6666666666666666
26325, South Haven Police Department Total,Property, Fraud Identity Theft,4,4,4,0,0,0.0,4,0,-0.6666666666666666
26326, South Haven Police Department Total,Property, Fraud Hacking/Computer Invasion,0,0,0,0,0,0.0,0,1,-1
26327, South Haven Police Department Total,Property, Embezzlement,1,3,3,1,0,0.3333333333333333,3,4,-0.25
26328, South Haven Police Department Total,Property, Stolen Property,0,0,0,0,0,0.0,0,1,-1
26329, South Haven Police Department Total,Property, Damage To Property,25,37,37,1,4,0.13513513513513514,37,39,-0.05128205128205128
26330, South Haven Police Department Total,Property, Retail Fraud Misrepresentation,0,0,0,0,0,0.0,0,2,-1
26331, South Haven Police Department Total,Property, Retail Fraud Theft,4,73,73,24,1,0.3424657534246575,73,112,-0.3482142857142857
26332, South Haven Police Department Total,Property, Retail Fraud Refund/Exchange,0,1,1,0,0,0.0,1,1,0
26333, South Haven Police Department Total,Property, Retail Fraud Organized Crime,0,0,0,0,0,0.0,0,2,-1
26334, South Haven Police Department Total,Property,,177,290,289,34,12,0.15916955017301038,290,327,-0.11314984709480122
26335, South Haven Police Department Total,Society, Violation of Controlled Substance,0,9,9,1,1,0.2222222222222222,9,8,0.125
26336, South Haven Police Department Total,Society, Obscenity,0,0,0,0,0,0.0,0,1,-1
26337, South Haven Police Department Total,Society, Family Abuse/Neglect Nonviolent,2,2,2,0,1,0.5,2,1,1
26338, South Haven Police Department Total,Society, Commercialized Sex Prostitution,0,0,0,0,0,0.0,0,1,-1
26339, South Haven Police Department Total,Society, Liquor Violations Other,0,8,8,7,0,0.875,8,5,0.6
26340, South Haven Police Department Total,Society, Drunkenness,0,0,0,0,0,0.0,0,1,-1
26341, South Haven Police Department Total,Society, Weapons Offense Concealed,0,5,5,3,0,0.6,5,3,0.6666666666666666
26342, South Haven Police Department Total,Society, Weapons Offense Other,0,5,4,0,0,0.0,5,3,0.6666666666666666
26343, South Haven Police Department Total,Society, Disorderly Conduct,0,3,3,1,0,0.3333333333333333,3,8,-0.625
26344, South Haven Police Department Total,Society, Public Peace Other,0,13,13,0,1,0.07692307692307693,13,22,-0.4090909090909091
26345, South Haven Police Department Total,Society, OUIL or OUID,0,37,36,32,0,0.8888888888888888,37,34,0.08823529411764706
26346, South Haven Police Department Total,Society, Trespass,52,57,56,4,10,0.25,57,68,-0.16176470588235295
26347, South Haven Police Department Total,Society,,54,139,136,48,13,0.4485294117647059,139,155,-0.1032258064516129
26348, South Haven Police Department Total,All Other, Sex Offense Other,0,4,4,1,0,0.25,4,2,1
26349, South Haven Police Department Total,All Other, Obstructing Police,0,21,18,13,0,0.7222222222222222,21,10,1.1
26350, South Haven Police Department Total,All Other, Escape/Flight,0,3,3,0,0,0.0,3,0,1.1
26351, South Haven Police Department Total,All Other, Obstructing Justice,0,32,30,24,0,0.8,32,42,-0.23809523809523808
26352, South Haven Police Department Total,All Other, Hit And Run Motor Vehicle Accident,24,24,23,0,2,0.08695652173913043,24,15,0.6
26353, South Haven Police Department Total,All Other, Health And Safety,12,14,14,0,1,0.07142857142857142,14,12,0.16666666666666666
26354, South Haven Police Department Total,All Other, Invasion of Privacy Other,5,4,4,0,0,0.0,4,5,-0.2
26355, South Haven Police Department Total,All Other, Conservation,0,3,3,0,0,0.0,3,1,2
26356, South Haven Police Department Total,All Other, Juvenile Runaway,4,4,4,0,0,0.0,4,4,0
26357, South Haven Police Department Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,22,-1
26358, South Haven Police Department Total,All Other,,45,109,103,38,3,0.39805825242718446,109,113,-0.035398230088495575
26359, Covert Township Police Department Total,All Other,,145,292,271,105,0,0.3874538745387454,292,399,-0.2681704260651629
26360, Covert Township Police Department Total,Person, Kidnapping/Abduction,0,1,0,0,0,0.0,0,0,-0.2681704260651629
26361, Covert Township Police Department Total,Person, Parental Kidnapping,1,1,1,0,0,0.0,1,0,-0.2681704260651629
26362, Covert Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,1,1,1,0,0,0.0,1,0,-0.2681704260651629
26363, Covert Township Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,0,0,0,0,0,0.0,0,1,-1
26364, Covert Township Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,0,0,0,0,0,0.0,0,1,-1
26365, Covert Township Police Department Total,Person, Sexual Contact Forcible CSC 4th,0,0,0,0,0,0.0,0,3,-1
26366, Covert Township Police Department Total,Person, Nonaggravated Assault,19,20,19,9,0,0.47368421052631576,19,30,-0.36666666666666664
26367, Covert Township Police Department Total,Person, Aggravated/Felonious Assault,7,6,6,3,0,0.5,7,17,-0.5882352941176471
26368, Covert Township Police Department Total,Person, Intimidation/Stalking,8,8,8,2,0,0.25,8,10,-0.2
26369, Covert Township Police Department Total,Person,,36,37,35,14,0,0.4,36,62,-0.41935483870967744
26370, Covert Township Police Department Total,Property, Robbery,3,1,1,0,0,0.0,1,1,0
26371, Covert Township Police Department Total,Property, Arson,2,2,2,0,0,0.0,2,1,1
26372, Covert Township Police Department Total,Property, Burglary Forced Entry,10,7,7,2,0,0.2857142857142857,7,15,-0.5333333333333333
26373, Covert Township Police Department Total,Property, Burglary Entry Without Force (Intent),0,0,0,0,0,0.0,0,6,-1
26374, Covert Township Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,0,0,0,0,0,0.0,0,4,-1
26375, Covert Township Police Department Total,Property, Larceny Theft from Building,4,4,4,0,0,0.0,4,5,-0.2
26376, Covert Township Police Department Total,Property, Larceny Theft from Motor Vehicle,3,3,3,0,0,0.0,3,2,0.5
26377, Covert Township Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,0,4,3,0,0,0.0,4,4,0
26378, Covert Township Police Department Total,Property, Larceny Other,16,22,21,0,0,0.0,22,26,-0.15384615384615385
26379, Covert Township Police Department Total,Property, Motor Vehicle Theft,3,3,3,0,0,0.0,4,3,0.3333333333333333
26380, Covert Township Police Department Total,Property, Motor Vehicle as Stolen Property,1,2,1,0,0,0.0,2,1,1
26381, Covert Township Police Department Total,Property, Forgery/Counterfeiting,1,2,2,0,0,0.0,2,2,0
26382, Covert Township Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,2,3,3,0,0,0.0,3,6,-0.5
26383, Covert Township Police Department Total,Property, Fraud Credit Card/ATM,1,1,1,0,0,0.0,1,2,-0.5
26384, Covert Township Police Department Total,Property, Fraud Impersonation,0,0,0,0,0,0.0,0,1,-1
26385, Covert Township Police Department Total,Property, Fraud Bad Checks,0,1,1,0,0,0.0,1,2,-0.5
26386, Covert Township Police Department Total,Property, Fraud Identity Theft,0,0,0,0,0,0.0,0,3,-1
26387, Covert Township Police Department Total,Property, Embezzlement,0,0,0,0,0,0.0,0,2,-1
26388, Covert Township Police Department Total,Property, Stolen Property,0,0,0,0,0,0.0,0,1,-1
26389, Covert Township Police Department Total,Property, Damage To Property,15,18,16,0,0,0.0,18,27,-0.3333333333333333
26390, Covert Township Police Department Total,Property,,61,73,68,2,0,0.029411764705882353,74,114,-0.3508771929824561
26391, Covert Township Police Department Total,Society, Violation of Controlled Substance,0,4,3,1,0,0.3333333333333333,4,7,-0.42857142857142855
26392, Covert Township Police Department Total,Society, Narcotic Equipment Violations,0,0,0,0,0,0.0,0,6,-1
26393, Covert Township Police Department Total,Society, Family Abuse/Neglect Nonviolent,0,0,0,0,0,0.0,0,3,-1
26394, Covert Township Police Department Total,Society, Family Other,1,1,1,0,0,0.0,1,2,-0.5
26395, Covert Township Police Department Total,Society, Liquor Violations Other,0,4,2,2,0,1.0,4,5,-0.2
26396, Covert Township Police Department Total,Society, Weapons Offense Concealed,0,2,2,0,0,0.0,2,4,-0.5
26397, Covert Township Police Department Total,Society, Weapons Offense Other,0,4,3,0,0,0.0,4,1,3
26398, Covert Township Police Department Total,Society, Disorderly Conduct,0,0,0,0,0,0.0,0,9,-1
26399, Covert Township Police Department Total,Society, Public Peace Other,2,3,3,0,0,0.0,3,2,0.5
26400, Covert Township Police Department Total,Society, OUIL or OUID,0,11,11,11,0,1.0,11,17,-0.35294117647058826
26401, Covert Township Police Department Total,Society, Trespass,11,12,11,0,0,0.0,12,13,-0.07692307692307693
26402, Covert Township Police Department Total,Society,,14,41,36,14,0,0.3888888888888889,41,69,-0.4057971014492754
26403, Covert Township Police Department Total,All Other, Immigration,0,0,0,0,0,0.0,0,2,-1
26404, Covert Township Police Department Total,All Other, Sex Offense Other,0,1,1,0,0,0.0,1,0,-1
26405, Covert Township Police Department Total,All Other, Obstructing Police,2,4,2,0,0,0.0,4,8,-0.5
26406, Covert Township Police Department Total,All Other, Obstructing Justice,3,72,67,63,0,0.9402985074626866,72,48,0.5
26407, Covert Township Police Department Total,All Other, Hit And Run Motor Vehicle Accident,4,8,6,3,0,0.5,8,8,0
26408, Covert Township Police Department Total,All Other, Health And Safety,24,53,53,9,0,0.16981132075471697,53,73,-0.273972602739726
26409, Covert Township Police Department Total,All Other, Conservation,1,3,3,0,0,0.0,3,10,-0.7
26410, Covert Township Police Department Total,All Other, Juvenile Runaway,0,0,0,0,0,0.0,0,3,-1
26411, Covert Township Police Department Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,2,-1
26412, Covert Township Police Department Total,All Other,,34,141,132,75,0,0.5681818181818182,141,154,-0.08441558441558442
26413, Washtenaw County Sheriff's Office Total,All Other,,3916,5611,4658,1146,723,0.401245169600687,5748,5688,0.010548523206751054
26414, Washtenaw County Sheriff's Office Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),8,8,8,2,2,0.5,8,6,0.3333333333333333
26415, Washtenaw County Sheriff's Office Total,Person, Negligent Homicide/Manslaughter (Involuntary),3,3,3,2,0,0.6666666666666666,3,0,0.3333333333333333
26416, Washtenaw County Sheriff's Office Total,Person, Kidnapping/Abduction,7,15,2,1,1,1.0,7,6,0.16666666666666666
26417, Washtenaw County Sheriff's Office Total,Person, Parental Kidnapping,0,0,0,0,0,0.0,0,1,-1
26418, Washtenaw County Sheriff's Office Total,Person, Sexual Penetration Penis/Vagina CSC 1st,40,38,38,5,7,0.3157894736842105,40,36,0.1111111111111111
26419, Washtenaw County Sheriff's Office Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,9,9,9,1,2,0.3333333333333333,9,8,0.125
26420, Washtenaw County Sheriff's Office Total,Person, Sexual Penetration Oral/Anal CSC 1st,8,7,7,1,1,0.2857142857142857,8,12,-0.3333333333333333
26421, Washtenaw County Sheriff's Office Total,Person, Sexual Penetration Oral/Anal CSC 3rd,4,4,4,0,4,1.0,4,5,-0.2
26422, Washtenaw County Sheriff's Office Total,Person, Sexual Penetration Object CSC 3rd,0,0,0,0,0,0.0,0,3,-1
